incident_name,incident_is_final,incident_date_last_update,Month,Year,incident_counties,incident_county,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,State
El Dorado Fire,TRUE,2018-01-09T09:52:00Z,4,2017,Fresno,Fresno,976,100,,Fresno County Fire ,-120.206592,36.530836,,17a7d561-bee7-454d-a0aa-ac450907f6fd,https://www.fire.ca.gov/incidents/2017/4/28/el-dorado-fire/,2018-01-09T09:52:00Z,09/01/18,28/04/17,N,FALSE,FALSE,CA
Tumey Fire,TRUE,2018-01-09T09:52:00Z,4,2017,Fresno,Fresno,126,100,,CAL FIRE Fresno-Kings Unit,-120.6585,36.5355,,d804eebf-71de-46de-90c2-cdf0694d27e3,https://www.fire.ca.gov/incidents/2017/4/29/tumey-fire/,2018-01-09T09:52:00Z,09/01/18,29/04/17,N,TRUE,FALSE,CA
Tower Fire,TRUE,2018-01-09T09:53:00Z,4,2017,San Bernardino,San Bernardino,150,100,,USFS - San Bernardino National Forest,-117.45646,34.30104,,45699833-fa34-4eed-9520-8c8019426122,https://www.fire.ca.gov/incidents/2017/4/30/tower-fire/,2018-01-09T09:53:00Z,09/01/18,30/04/17,N,FALSE,FALSE,CA
Opera Fire,TRUE,2018-01-09T09:53:00Z,4,2017,Riverside,Riverside,1350,100,,CAL FIRE/Riverside County Fire,-117.30693,34.00566,,c254df3f-a241-4983-a880-e12944a9f7b2,https://www.fire.ca.gov/incidents/2017/4/30/opera-fire/,2018-01-09T09:53:00Z,09/01/18,30/04/17,N,TRUE,FALSE,CA
Jameson Fire,TRUE,2018-01-09T09:54:00Z,4,2017,Riverside,Riverside,12,100,,CAL FIRE/Riverside County Fire,-117.5048,33.7866,,7fc71135-ee3b-443c-a859-90672936e0c1,https://www.fire.ca.gov/incidents/2017/4/30/jameson-fire/,2018-01-09T09:54:00Z,09/01/18,30/04/17,N,TRUE,FALSE,CA
Fay Fire,TRUE,2018-01-09T09:54:00Z,5,2017,Kern,Kern,19,100,,Kern County Fire,-118.30601,35.71704,,f5237d47-f15b-4f4b-8b1c-6f11235f954d,https://www.fire.ca.gov/incidents/2017/5/1/fay-fire/,2018-01-09T09:54:00Z,09/01/18,01/05/17,N,TRUE,FALSE,CA
Olive Fire,TRUE,2018-01-09T09:54:00Z,5,2017,San Luis Obispo,San Luis Obispo,130,100,,CAL FIRE San Luis Obispo Unit,-120.22647,35.78286,,87d7fb46-00f9-4bae-ba35-a7ef8e58a70e,https://www.fire.ca.gov/incidents/2017/5/2/olive-fire/,2018-01-09T09:54:00Z,09/01/18,02/05/17,N,TRUE,FALSE,CA
Shandon Fire,TRUE,2018-01-09T09:55:00Z,5,2017,San Luis Obispo,San Luis Obispo,12,100,,CAL FIRE San Luis Obispo Unit,-120.3317,35.6879,,c7e3bcbf-1065-4e45-a4a3-bf0b5ac6aa23,https://www.fire.ca.gov/incidents/2017/5/7/shandon-fire/,2018-01-09T09:55:00Z,09/01/18,07/05/17,N,TRUE,FALSE,CA
Sonoma Fire,TRUE,2018-01-09T09:55:00Z,5,2017,Fresno,Fresno,400,100,,CAL FIRE/Fresno County Fire,-120.2445,36.45491,,eca1021e-dfea-4dec-8470-c0eb7e4d479b,https://www.fire.ca.gov/incidents/2017/5/10/sonoma-fire/,2018-01-09T09:55:00Z,09/01/18,10/05/17,N,TRUE,FALSE,CA
Hub Fire,TRUE,2018-01-09T09:55:00Z,5,2017,Kern,Kern,31,100,,Kern County Fire,-118.4683,35.60001,,5115a26e-e8e8-42cd-9aeb-f5c41efd770a,https://www.fire.ca.gov/incidents/2017/5/12/hub-fire/,2018-01-09T09:55:00Z,09/01/18,12/05/17,N,TRUE,FALSE,CA
Wright Fire,TRUE,2018-01-09T09:56:00Z,5,2017,Merced,Merced,1800,100,,CAL FIRE Madera-Mariposa-Merced Unit,-120.89261,36.96655,,63a81990-8521-409d-9c22-92d1c33e0353,https://www.fire.ca.gov/incidents/2017/5/12/wright-fire/,2018-01-09T09:56:00Z,09/01/18,12/05/17,N,TRUE,FALSE,CA
Nacimiento Fire,TRUE,2018-01-09T09:56:00Z,5,2017,Monterey,Monterey,20,100,,CAL FIRE San Benito-Monterey Unit,-120.92482,35.77082,,1423af4f-16d5-4f19-a01d-fc3ebc124201,https://www.fire.ca.gov/incidents/2017/5/14/nacimiento-fire/,2018-01-09T09:56:00Z,09/01/18,14/05/17,N,TRUE,FALSE,CA
Canyon Fire,TRUE,2018-01-09T09:56:00Z,5,2017,Riverside,Riverside,17,100,,CAL FIRE/Riverside County Fire,-116.99229,33.88466,,48c4b519-eaf5-4ae8-9470-31e8770a70ac,https://www.fire.ca.gov/incidents/2017/5/14/canyon-fire/,2018-01-09T09:56:00Z,09/01/18,14/05/17,N,TRUE,FALSE,CA
Feed Fire,TRUE,2018-01-09T09:57:00Z,5,2017,Kern,Kern,41,100,,Kern County Fire,-118.90004,35.05076,,9f416f37-a8ca-4127-a6b7-02626fd32e06,https://www.fire.ca.gov/incidents/2017/5/14/feed-fire/,2018-01-09T09:57:00Z,09/01/18,14/05/17,N,TRUE,FALSE,CA
Arrow Fire,TRUE,2018-01-09T09:57:00Z,5,2017,San Luis Obispo,San Luis Obispo,225,100,,CAL FIRE San Luis Obispo Unit,-119.87525,35.21177,,5b3329f4-1e37-4b5a-9ed6-6f8d74f495c3,https://www.fire.ca.gov/incidents/2017/5/15/arrow-fire/,2018-01-09T09:57:00Z,09/01/18,15/05/17,N,TRUE,FALSE,CA
Bravo Fire,TRUE,2018-01-09T09:58:00Z,5,2017,Kern,Kern,288,100,,Kern County Fire,-118.84466,35.41283,,0fc2a05e-689f-4c7c-b2b4-a987840b4f2c,https://www.fire.ca.gov/incidents/2017/5/15/bravo-fire/,2018-01-09T09:58:00Z,09/01/18,15/05/17,N,TRUE,FALSE,CA
Pine Fire,TRUE,2018-01-09T09:58:00Z,5,2017,Monterey,Monterey,18,100,,CAL FIRE San Benito - Monterey Unit,-120.86682,36.1727,,75bb079a-1de8-4824-a933-e19f69948438,https://www.fire.ca.gov/incidents/2017/5/16/pine-fire/,2018-01-09T09:58:00Z,09/01/18,16/05/17,N,TRUE,FALSE,CA
Lonoak Fire,TRUE,2018-01-09T09:59:00Z,5,2017,Monterey,Monterey,17,100,,CAL FIRE San Benito Monterey Unit,-120.94328,36.2771,,2d12b95c-3f4e-41bc-a771-8ae2cb80b99e,https://www.fire.ca.gov/incidents/2017/5/17/lonoak-fire/,2018-01-09T09:59:00Z,09/01/18,17/05/17,N,TRUE,FALSE,CA
41 Fire,TRUE,2018-01-09T10:01:00Z,5,2017,Madera,Madera,150,100,,Madera County Fire Department,-119.79315,36.90967,,9a555129-982b-486f-a333-c96b3f9c4d2e,https://www.fire.ca.gov/incidents/2017/5/17/41-fire/,2018-01-09T10:01:00Z,09/01/18,17/05/17,N,TRUE,FALSE,CA
Camp Fire,TRUE,2018-01-09T10:03:00Z,5,2017,San Luis Obispo,San Luis Obispo,225,100,,CAL FIRE San Luis Obispo Unit,-120.76464,35.34541,,048c085b-3162-4906-beef-7aa2ba1b868d,https://www.fire.ca.gov/incidents/2017/5/18/camp-fire/,2018-01-09T10:03:00Z,09/01/18,18/05/17,N,TRUE,FALSE,CA
Elm Fire,TRUE,2018-01-09T10:04:00Z,5,2017,Fresno,Fresno,10343,100,All Road Closures are cancelled,"CAL FIRE/Fresno County Fire, Fresno County Sheriff’s Office, Fresno County OES, PG&E, BLM, Red Cross, California Highway Patrol",-120.37116,36.12089,,65062933-27cf-48d7-8e4c-9a7ac78e65ff,https://www.fire.ca.gov/incidents/2017/5/18/elm-fire/,2018-01-09T10:04:00Z,09/01/18,18/05/17,N,TRUE,FALSE,CA
City Fire,TRUE,2018-01-09T10:04:00Z,5,2017,Kings,Kings,20,100,,CAL FIRE/Fresno County Fire,-119.91508,35.983,,3fce8146-ff21-4399-9a94-f37124b34331,https://www.fire.ca.gov/incidents/2017/5/18/city-fire/,2018-01-09T10:04:00Z,09/01/18,18/05/17,N,TRUE,FALSE,CA
Moraga Fire,TRUE,2018-01-09T10:05:00Z,5,2017,Riverside,Riverside,14,100,,CAL FIRE/Riverside County Fire,-117.44148,33.97155,,9348a031-c7b3-4165-890a-37a7eb7405db,https://www.fire.ca.gov/incidents/2017/5/18/moraga-fire/,2018-01-09T10:05:00Z,09/01/18,18/05/17,N,TRUE,FALSE,CA
Manning Fire,TRUE,2018-01-09T10:05:00Z,5,2017,Fresno,Fresno,70,100,,CAL FIRE Fresno-Kings Unit,-120.5828,36.60736,,b3fc6dff-f13a-41c4-b7f3-e9e960a941d5,https://www.fire.ca.gov/incidents/2017/5/19/manning-fire/,2018-01-09T10:05:00Z,09/01/18,19/05/17,N,TRUE,FALSE,CA
Taglio Fire,TRUE,2018-01-09T10:05:00Z,12,1969,Merced,Merced,12,100,,CAL FIRE Madera-Mariposa-Merced Unit,-121.07761,37.21812,,fcb8579e-7469-4c9e-9eac-527264e6f26b,https://www.fire.ca.gov/incidents/2017/12/31/taglio-fire/,2018-01-09T10:05:00Z,09/01/18,31/12/69,N,TRUE,FALSE,CA
Range Fire,TRUE,2018-01-09T10:05:00Z,5,2017,San Luis Obispo,San Luis Obispo,0,100,,Department of Defense - Camp Roberts,-120.80411,35.85253,,5bfc7c8f-0d7f-4b14-903b-00014014c14b,https://www.fire.ca.gov/incidents/2017/5/19/range-fire/,2018-01-09T10:05:00Z,09/01/18,19/05/17,N,FALSE,FALSE,CA
Deluz Fire,TRUE,2018-01-09T10:06:00Z,5,2017,San Diego,San Diego,486,100,,Camp Pendleton Marine Base,-117.32348,33.3906,,3d595f75-d59e-4453-b25c-48207b02f529,https://www.fire.ca.gov/incidents/2017/5/19/deluz-fire/,2018-01-09T10:06:00Z,09/01/18,19/05/17,N,FALSE,FALSE,CA
Gate Fire,TRUE,2018-01-09T10:06:00Z,5,2017,San Diego,San Diego,2056,100,All Road Closures are lifted. Please drive with caution.,CAL FIRE San Diego Unit,-116.80527,32.65597,,c4d0a25f-02f6-4877-a944-8f5d50bf2335,https://www.fire.ca.gov/incidents/2017/5/20/gate-fire/,2018-01-09T10:06:00Z,09/01/18,20/05/17,N,TRUE,FALSE,CA
Rocky Fire,TRUE,2018-01-09T10:06:00Z,5,2017,San Luis Obispo,San Luis Obispo,17,100,,CAL FIRE San Luis Obispo Unit,-120.474,35.556667,,fbc11fc4-573b-465f-a9ac-a879ee2cdda2,https://www.fire.ca.gov/incidents/2017/5/20/rocky-fire/,2018-01-09T10:06:00Z,09/01/18,20/05/17,N,TRUE,FALSE,CA
Ming Fire,TRUE,2018-01-09T10:07:00Z,5,2017,Kern,Kern,506,100,,Kern County Fire,-118.85896,35.4605,,39967485-2cf1-4f0e-9cf1-ccfd25f6e2bf,https://www.fire.ca.gov/incidents/2017/5/20/ming-fire/,2018-01-09T10:07:00Z,09/01/18,20/05/17,N,TRUE,FALSE,CA
Moreno Fire,TRUE,2018-01-09T10:08:00Z,5,2017,Riverside,Riverside,10,100,,CAL FIRE/Riverside County Fire,-117.17773,33.94673,,fccf2545-cab8-452e-829c-8379054831f0,https://www.fire.ca.gov/incidents/2017/5/23/moreno-fire/,2018-01-09T10:08:00Z,09/01/18,23/05/17,N,TRUE,FALSE,CA
Wasioja Fire,TRUE,2018-01-09T10:07:00Z,5,2017,Santa Barbara,Santa Barbara,190,100,,Santa Barbara County,-119.8036,34.9465,,06b43461-94d0-4379-a1d6-fd26ba93ceea,https://www.fire.ca.gov/incidents/2017/5/20/wasioja-fire/,2018-01-09T10:07:00Z,09/01/18,20/05/17,N,TRUE,FALSE,CA
Ribbonwood Fire,TRUE,2018-01-09T10:10:00Z,5,2017,San Diego,San Diego,25,100,,CAL FIRE San Diego Unit,-116.29296,32.679,,9b9bf8b4-8378-46e5-a760-67e89e2279e2,https://www.fire.ca.gov/incidents/2017/5/24/ribbonwood-fire/,2018-01-09T10:10:00Z,09/01/18,24/05/17,N,TRUE,FALSE,CA
Bitterwater Fire,TRUE,2018-01-09T10:07:00Z,5,2017,San Benito,San Benito,21,100,,CAL FIRE San Benito-Monterey Unit,-120.99552,36.35578,,f5ef2d0f-66a7-4d75-a9e8-03c42524d723,https://www.fire.ca.gov/incidents/2017/5/22/bitterwater-fire/,2018-01-09T10:07:00Z,09/01/18,22/05/17,N,TRUE,FALSE,CA
Smiley Fire,TRUE,2018-01-09T10:07:00Z,5,2017,Riverside,Riverside,35,100,,CAL FIRE/ Riverside County Fire,-117.20507,33.96419,,54ddf2ef-28b0-4c34-bfe0-1d084f4f57e2,https://www.fire.ca.gov/incidents/2017/5/21/smiley-fire/,2018-01-09T10:07:00Z,09/01/18,21/05/17,N,TRUE,FALSE,CA
Range Fire,TRUE,2018-01-09T10:17:00Z,5,2017,San Diego,San Diego,1000,100,,Camp Pendleton Marine Base,-117.39818,33.34988,,bd671dbd-dd3c-413e-b453-4002e382325d,https://www.fire.ca.gov/incidents/2017/5/25/range-fire/,2018-01-09T10:17:00Z,09/01/18,25/05/17,N,FALSE,FALSE,CA
Lamb Fire,TRUE,2018-01-09T10:16:00Z,5,2017,Riverside,Riverside,120,100,,CAL FIRE/Riverside County Fire,-116.99651,33.88287,,45a205f4-bcd2-44bd-886b-26260c686ce7,https://www.fire.ca.gov/incidents/2017/5/25/lamb-fire/,2018-01-09T10:16:00Z,09/01/18,25/05/17,N,TRUE,FALSE,CA
Champagne Fire,TRUE,2018-01-09T10:17:00Z,5,2017,Kern,Kern,10,100,,Kern County Fire Department,-118.35296,34.87128,,6fa64139-e5d1-4134-b012-5c1b272ac89a,https://www.fire.ca.gov/incidents/2017/5/28/champagne-fire/,2018-01-09T10:17:00Z,09/01/18,28/05/17,N,TRUE,FALSE,CA
Rusty Fire,TRUE,2018-01-09T10:17:00Z,5,2017,Fresno,Fresno,16,100,,CAL FIRE Fresno-Kings Unit,-119.58292,36.96642,,7272decf-0ae8-47aa-b46c-00fc4cd04816,https://www.fire.ca.gov/incidents/2017/5/28/rusty-fire/,2018-01-09T10:17:00Z,09/01/18,28/05/17,N,TRUE,FALSE,CA
Serenas Fire,TRUE,2018-01-09T10:21:00Z,5,2017,Riverside,Riverside,48,100,,CAL FIRE Riverside Unit,-116.07429,33.58577,,2db503da-a7b2-47a6-92a6-697799eb63f1,https://www.fire.ca.gov/incidents/2017/5/28/serenas-fire/,2018-01-09T10:21:00Z,09/01/18,28/05/17,N,TRUE,FALSE,CA
Lombardi Fire,TRUE,2018-01-09T10:21:00Z,5,2017,Calaveras,Calaveras,15,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.83484,38.19906,,42f21a81-e0a3-4b4d-b837-2e6e2efd75a4,https://www.fire.ca.gov/incidents/2017/5/28/lombardi-fire/,2018-01-09T10:21:00Z,09/01/18,28/05/17,N,TRUE,FALSE,CA
Panoche Fire,TRUE,2018-01-09T10:21:00Z,5,2017,Fresno,Fresno,18,100,,CAL FIRE Fresno-Kings Unit,-120.7109,36.61332,,21e9f99a-35a5-41cd-a44b-92363fbf5081,https://www.fire.ca.gov/incidents/2017/5/28/panoche-fire/,2018-01-09T10:21:00Z,09/01/18,28/05/17,N,TRUE,FALSE,CA
Matz Fire,TRUE,2018-01-09T10:22:00Z,5,2017,San Bernardino,San Bernardino,16,100,,CAL FIRE San Bernardino Unit,-116.55326,34.04412,,524b1e23-8921-4195-812d-7ec8ee5020b7,https://www.fire.ca.gov/incidents/2017/5/29/matz-fire/,2018-01-09T10:22:00Z,09/01/18,29/05/17,N,TRUE,FALSE,CA
Fountain Fire ,TRUE,2018-01-09T10:23:00Z,5,2017,Tulare,Tulare,79,100,,CAL FIRE Tulare Unit,-119.00334,35.89423,,92d70dc0-19af-4c87-ab01-8c7051caab73,https://www.fire.ca.gov/incidents/2017/5/31/fountain-fire/,2018-01-09T10:23:00Z,09/01/18,31/05/17,N,TRUE,FALSE,CA
Twenty Fire,TRUE,2018-01-09T10:22:00Z,5,2017,Yuba,Yuba,10,100,,CAL FIRE Nevada-Yuba-Placer Unit,-121.376,39.23205,,67d31514-620f-49d1-b4bd-a3a92efd48ca,https://www.fire.ca.gov/incidents/2017/5/29/twenty-fire/,2018-01-09T10:22:00Z,09/01/18,29/05/17,N,TRUE,FALSE,CA
Clay Fire,TRUE,2018-01-09T10:22:00Z,6,2017,Sacramento,Sacramento,68,100,,CAL FIRE Amador-El Dorado Unit,-121.11113,38.33707,,bf3148c5-75dd-4f79-8b3b-c5b483065b47,https://www.fire.ca.gov/incidents/2017/6/1/clay-fire/,2018-01-09T10:22:00Z,09/01/18,01/06/17,N,TRUE,FALSE,CA
Fairview Fire,TRUE,2018-01-09T10:23:00Z,6,2017,Riverside,Riverside,26,100,,CAL FIRE/Riverside County Fire,-116.59719,33.94788,,663d291c-7ba8-415d-9cab-58d41a886cfd,https://www.fire.ca.gov/incidents/2017/6/1/fairview-fire/,2018-01-09T10:23:00Z,09/01/18,01/06/17,N,TRUE,FALSE,CA
Elk Fire,TRUE,2018-01-09T10:23:00Z,6,2017,Kern,Kern,16,100,,Kern County Fire Department,-119.2877,35.188,,adf741f6-5416-41c5-af26-01240cc361cf,https://www.fire.ca.gov/incidents/2017/6/2/elk-fire/,2018-01-09T10:23:00Z,09/01/18,02/06/17,N,TRUE,FALSE,CA
Jones Fire,TRUE,2018-01-09T10:24:00Z,6,2017,Modoc,Modoc,42,100,,CAL FIRE Lassen-Modoc Unit,-120.53443,41.38247,,7967c729-4693-47a1-b1bc-1d82825ca8db,https://www.fire.ca.gov/incidents/2017/6/3/jones-fire/,2018-01-09T10:24:00Z,09/01/18,03/06/17,N,TRUE,FALSE,CA
Vernon Fire,TRUE,2018-01-09T10:24:00Z,6,2017,Riverside,Riverside,27,100,,CAL FIRE / Riverside County Fire,-116.96079,33.82165,,b0ffe2e4-ae61-4ad9-b1cc-bf31ff254d8d,https://www.fire.ca.gov/incidents/2017/6/3/vernon-fire/,2018-01-09T10:24:00Z,09/01/18,03/06/17,N,TRUE,FALSE,CA
5 Fire,TRUE,2018-01-09T10:24:00Z,6,2017,Los Angeles,Los Angeles,25,100,,Los Angeles County Fire Department,-118.37539,34.29931,,14e249f0-f21c-4d2f-bc5f-68d5d177e849,https://www.fire.ca.gov/incidents/2017/6/3/5-fire/,2018-01-09T10:24:00Z,09/01/18,03/06/17,N,TRUE,FALSE,CA
Creek Fire ,TRUE,2018-01-09T10:24:00Z,6,2017,Kern,Kern,33,100,,"Kern County Fire Department, CAL FIRE and Bureau of Land Management",-118.4642,35.60633,,46c4f0c2-6760-4e42-ac2f-ec25c2486628,https://www.fire.ca.gov/incidents/2017/6/4/creek-fire/,2018-01-09T10:24:00Z,09/01/18,04/06/17,N,TRUE,FALSE,CA
Spring Fire ,TRUE,2018-01-09T10:25:00Z,6,2017,Tehama,Tehama,78,100,,CAL FIRE Tehama-Glenn Unit,-122.13088,40.38944,,80f2c7d1-d28d-43d0-97a3-ff53cc991a8c,https://www.fire.ca.gov/incidents/2017/6/4/spring-fire/,2018-01-09T10:25:00Z,09/01/18,04/06/17,N,TRUE,FALSE,CA
River Fire,TRUE,2018-01-09T10:26:00Z,6,2017,Lassen,Lassen,67,100,,CAL FIRE Lassen-Modoc Unit,-120.1064,40.03392,,b02f2513-9359-45e2-9971-08f7b1f0dc0f,https://www.fire.ca.gov/incidents/2017/6/4/river-fire/,2018-01-09T10:26:00Z,09/01/18,04/06/17,N,TRUE,FALSE,CA
Shirleon Fire ,TRUE,2018-01-09T10:26:00Z,6,2017,Riverside,Riverside,10,100,,CAL FIRE/Riverside County Fire,-116.88097,33.87107,,7ea6269d-6ba3-41e1-aff6-b4da1c6611d1,https://www.fire.ca.gov/incidents/2017/6/4/shirleon-fire/,2018-01-09T10:26:00Z,09/01/18,04/06/17,N,TRUE,FALSE,CA
Fish Fire,TRUE,2018-01-09T10:26:00Z,6,2017,Contra Costa,Contra Costa,20,100,,CAL FIRE Santa Clara Unit,-122.2102,37.86549,,304c7c4c-140e-40f4-ac9f-36926c07e5fc,https://www.fire.ca.gov/incidents/2017/6/5/fish-fire/,2018-01-09T10:26:00Z,09/01/18,05/06/17,N,TRUE,FALSE,CA
Pine Fire,TRUE,2018-01-09T10:27:00Z,6,2017,Kern,Kern,10,100,,Kern County Fire,-118.796513,35.564124,,8bba8daf-8d47-43e7-8593-fdfa2dea5228,https://www.fire.ca.gov/incidents/2017/6/5/pine-fire/,2018-01-09T10:27:00Z,09/01/18,05/06/17,N,TRUE,FALSE,CA
Wilbur Fire,TRUE,2018-01-09T10:27:00Z,6,2017,Butte,Butte,91,100,,CAL FIRE/Butte County Fire,-121.64897,39.52499,,549222c5-1be6-4453-896a-caebd19b0bee,https://www.fire.ca.gov/incidents/2017/6/6/wilbur-fire/,2018-01-09T10:27:00Z,09/01/18,06/06/17,N,TRUE,FALSE,CA
Whitepine Fire,TRUE,2018-01-09T10:27:00Z,6,2017,Siskiyou,Siskiyou,46,100,,CAL FIRE Siskiyou Unit,-122.4571,41.8721,,f8b61fab-bd14-4e92-960a-d512693ea8e5,https://www.fire.ca.gov/incidents/2017/6/6/whitepine-fire/,2018-01-09T10:27:00Z,09/01/18,06/06/17,N,TRUE,FALSE,CA
Dinely Fire,TRUE,2018-01-09T10:28:00Z,6,2017,Tulare,Tulare,339,100,All road closures have been lifted.,"CAL FIRE Tulare Unit, CHP, Tulare Co. Fire Dept., Tulare Co. Sheriff’s Dept., CalOES, CDCR, BLM, NPS, American Red Cross",-118.87676,36.45809,,6802ed2f-5a5a-4a38-a236-e5a688639b6f,https://www.fire.ca.gov/incidents/2017/6/7/dinely-fire/,2018-01-09T10:28:00Z,09/01/18,07/06/17,N,TRUE,FALSE,CA
26 Fire,TRUE,2018-01-09T10:28:00Z,6,2017,Madera,Madera,157,100,,CAL FIRE Madera-Mariposa-Merced Unit,-120.0193,37.12759,,f62bd692-7aae-4e46-8284-239150acced0,https://www.fire.ca.gov/incidents/2017/6/7/26-fire/,2018-01-09T10:28:00Z,09/01/18,07/06/17,N,TRUE,FALSE,CA
Bodfish Fire,TRUE,2018-01-09T10:29:00Z,6,2017,Kern,Kern,206,100,,Kern County Fire Department,-118.47939,35.59804,,2ef06870-3602-4f1a-878d-962f7259ad46,https://www.fire.ca.gov/incidents/2017/6/10/bodfish-fire/,2018-01-09T10:29:00Z,09/01/18,10/06/17,N,TRUE,FALSE,CA
Island Fire,TRUE,2018-01-09T10:29:00Z,6,2017,,,0,100,,Bureau of Land Management,-114.578415,32.779139,,b52a8c70-e431-4fce-abcd-98f892262b2f,https://www.fire.ca.gov/incidents/2017/6/9/island-fire/,2018-01-09T10:29:00Z,09/01/18,09/06/17,N,FALSE,FALSE,CA
Breckenridge Fire,TRUE,2018-01-09T10:29:00Z,6,2017,Kern,Kern,35,100,,Kern County Fire Department,-118.84134,35.37351,,b11adfe0-b74d-4321-b1bd-3fc0b8f0929b,https://www.fire.ca.gov/incidents/2017/6/9/breckenridge-fire/,2018-01-09T10:29:00Z,09/01/18,09/06/17,N,TRUE,FALSE,CA
Hog Fire,TRUE,2018-01-09T10:29:00Z,6,2017,Monterey,Monterey,14,100,,CAL FIRE San Benito-Monterey Unit,-120.52508,35.80375,,b9142a59-e3dd-4797-b6ed-c5c847b16f67,https://www.fire.ca.gov/incidents/2017/6/9/hog-fire/,2018-01-09T10:29:00Z,09/01/18,09/06/17,N,TRUE,FALSE,CA
Oakwood Fire,TRUE,2018-01-09T10:30:00Z,6,2017,Madera,Madera,1431,100,,"CAL FIRE Madera-Mariposa-Merced Unit, PG&E, USFS, CHP, Madera Sheriff's Office, Fresno County Fire, Madera County Fire",-119.8011,37.0825,,d11a4f65-9523-40d8-989a-6603705e9638,https://www.fire.ca.gov/incidents/2017/6/10/oakwood-fire/,2018-01-09T10:30:00Z,09/01/18,10/06/17,N,TRUE,FALSE,CA
Wild Fire,TRUE,2018-01-09T10:30:00Z,6,2017,Fresno,Fresno,186,100,,CAL FIRE Fresno Unit / Fresno County Fire,-120.405077,36.704679,,a8e4aa40-5e2a-4fd8-a858-d673576cda73,https://www.fire.ca.gov/incidents/2017/6/11/wild-fire/,2018-01-09T10:30:00Z,09/01/18,11/06/17,N,TRUE,FALSE,CA
Refuge Fire,TRUE,2018-01-09T10:31:00Z,6,2017,Napa,Napa,22,100,,Sonoma-Lake Napa Unit,-122.2654,38.68347,,7d9de7fd-f95d-4edb-bda6-804b734eedc8,https://www.fire.ca.gov/incidents/2017/6/13/refuge-fire/,2018-01-09T10:31:00Z,09/01/18,13/06/17,N,TRUE,FALSE,CA
Pleyto Fire,TRUE,2018-01-09T10:30:00Z,6,2017,Monterey,Monterey,32,100,,CAL FIRE San Benito-Monterey Unit,-120.983684,35.902149,,f32d4562-5032-4645-ac8f-afb3fab4c704,https://www.fire.ca.gov/incidents/2017/6/11/pleyto-fire/,2018-01-09T10:30:00Z,09/01/18,11/06/17,N,TRUE,FALSE,CA
Monterey Fire,TRUE,2018-01-09T10:30:00Z,6,2017,Fresno,Fresno,450,100,,CAL FIRE/Fresno County Fire,-120.369347,36.616986,,a9d270c5-aacb-4dad-a34e-ab28a7192248,https://www.fire.ca.gov/incidents/2017/6/11/monterey-fire/,2018-01-09T10:30:00Z,09/01/18,11/06/17,N,TRUE,FALSE,CA
Tivy Fire,TRUE,2018-01-09T10:31:00Z,6,2017,Fresno,Fresno,76,100,,CALFIRE/Fresno County Fire,-119.35901,36.8005,,0956bfcb-8915-4163-b4ed-4f3a6ab32895,https://www.fire.ca.gov/incidents/2017/6/11/tivy-fire/,2018-01-09T10:31:00Z,09/01/18,11/06/17,N,TRUE,FALSE,CA
Red Fire,TRUE,2018-01-09T10:31:00Z,6,2017,Tuolumne,Tuolumne,38,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.45268,37.85137,,5d521085-d92f-4664-b17b-732783658daa,https://www.fire.ca.gov/incidents/2017/6/11/red-fire/,2018-01-09T10:31:00Z,09/01/18,11/06/17,N,TRUE,FALSE,CA
Valley Fire,TRUE,2018-01-09T10:32:00Z,6,2017,Riverside,Riverside,33,100,,CAL FIRE / Riverside County Fire,-116.972036,33.584036,,67ba6e61-b5ca-48f4-8e56-9cedeaeb65ea,https://www.fire.ca.gov/incidents/2017/6/13/valley-fire/,2018-01-09T10:32:00Z,09/01/18,13/06/17,N,TRUE,FALSE,CA
Douglas Fire,TRUE,2018-01-09T10:32:00Z,6,2017,San Diego,San Diego,50,100,,MCI Camp Pendleton,-117.29509,33.23281,,3fc7de4e-3a0f-45e9-be1f-801f88770883,https://www.fire.ca.gov/incidents/2017/6/13/douglas-fire/,2018-01-09T10:32:00Z,09/01/18,13/06/17,N,FALSE,FALSE,CA
King Fire,TRUE,2018-01-09T10:32:00Z,6,2017,Tulare,Tulare,135,100,There are traffic restrictions through the fire area.,"CAL FIRE Tulare Unit, Tulare Co. FD, Tulare Co. Sheriff’s Department",-118.74542,35.8556,,5f0c7697-7be3-49af-b98c-f5789e3ca6f9,https://www.fire.ca.gov/incidents/2017/6/13/king-fire/,2018-01-09T10:32:00Z,09/01/18,13/06/17,N,TRUE,FALSE,CA
Reed Fire,TRUE,2018-01-09T10:32:00Z,6,2017,Riverside,Riverside,20,100,,CAL FIRE / Riverside County Fire,-116.85226,33.52584,,338af3e2-098b-4d1b-8f98-6020b212b68f,https://www.fire.ca.gov/incidents/2017/6/13/reed-fire/,2018-01-09T10:32:00Z,09/01/18,13/06/17,N,TRUE,FALSE,CA
